epoch,Recon_U,Recon_L,SemiSup,Disc_Cat,Gen_Cat,Disc_Sty,Gen_Sty
54,0.026198752503842116,0.02481664614751935,0.04340891729807481,1.2951774060726167,1.4070220053195954,1.354278463125229,0.7281422168016434
55,0.025909309275448322,0.024794426281005144,0.04931265884079039,1.3016605257987977,1.350125151872635,1.3506497621536255,0.7233835220336914
56,0.025924890674650668,0.02471687803044915,0.04684952872339636,1.3012946128845215,1.3955936968326568,1.3440961599349976,0.7199003159999847
57,0.026251304894685745,0.024634675215929748,0.041367971256840975,1.2977164447307588,1.3799931824207305,1.3367804825305938,0.7214702278375625
58,0.026164921559393407,0.024631739035248755,0.05816241579595953,1.292678999900818,1.4474896132946014,1.3328718364238739,0.7288963198661804
59,0.02597183957695961,0.024566042982041836,0.04367129586171359,1.2977786302566527,1.368830156326294,1.3292688608169556,0.7353370696306228
60,0.026578160654753446,0.024574317689985036,0.037746186112053694,1.2994898319244386,1.3948130488395691,1.331181424856186,0.7417239308357239
61,0.025840438064187767,0.0245388250797987,0.040844303416088225,1.300988906621933,1.3363379955291748,1.3310405552387237,0.7458981245756149
62,0.02590557625517249,0.0244810800999403,0.03951287239324301,1.2926015913486482,1.463250356912613,1.3242722988128661,0.7561231106519699
63,0.02595369555056095,0.024426939710974694,0.032144945190520954,1.3052848339080811,1.3114364624023438,1.3264670729637147,0.761810553073883
64,0.025417584087699653,0.024365784507244824,0.036927061661845076,1.306373131275177,1.30445916056633,1.324266368150711,0.767781001329422
65,0.025509010162204505,0.024346373323351145,0.03869960987940431,1.3062434077262879,1.346040165424347,1.3271351099014281,0.7658879160881042
66,0.025999308843165637,0.024300981406122447,0.04930977821350098,1.3031623363494873,1.3517655313014985,1.3355147302150727,0.7611666440963745
67,0.02563549540936947,0.024299484957009555,0.04122661669971421,1.3066318213939667,1.3853085964918137,1.3347061574459076,0.7729920893907547
68,0.025893227197229862,0.024312740378081798,0.04031793592730537,1.297645378112793,1.4235759019851684,1.3338769793510437,0.767147895693779
69,0.025864597782492636,0.024271178897470234,0.04624076974578202,1.3069742918014526,1.327644944190979,1.334308886528015,0.7584492057561875
70,0.025774182844907047,0.02420837478712201,0.03434155785944313,1.299947327375412,1.3481649100780486,1.341742253303528,0.752557122707367
71,0.02586263380944729,0.024177178367972375,0.041465974901802836,1.3075950264930725,1.3497948437929153,1.3340936183929444,0.7642535597085953
72,0.025579626113176344,0.024159382469952105,0.036430016183294354,1.3038614153862,1.3854738414287566,1.3315756380558015,0.7728422403335571
73,0.02507529491558671,0.024038956314325333,0.03812421676702797,1.3036429762840271,1.3535741716623306,1.3314763903617859,0.7706869900226593
74,0.025366642884910105,0.024050426483154298,0.030834300606511534,1.3036866366863251,1.3364254355430603,1.3330415785312653,0.7665045261383057
75,0.025507047213613986,0.024057784024626015,0.04392349962727167,1.3024394392967225,1.3630111038684845,1.3309959471225739,0.7606937855482101
76,0.02543267412111163,0.02402447899803519,0.04523383731720969,1.3075890243053436,1.3840006291866302,1.3248729765415193,0.7656383365392685
77,0.025465733837336302,0.02397946147248149,0.049086539016570896,1.3087030470371246,1.3571990370750426,1.3255370557308197,0.773634460568428
78,0.025041483249515294,0.023929430451244117,0.03799170103156939,1.302654606103897,1.405029296875,1.3234936714172363,0.7720832914113999
79,0.025560317561030388,0.02392918709665537,0.05047244025627151,1.302264004945755,1.3873547434806823,1.32333105802536,0.7633134335279464
80,0.02523581124842167,0.023906816076487303,0.04325403914845083,1.3093025743961335,1.3281345963478088,1.3215262353420258,0.7719393640756607
81,0.025311314780265094,0.023891243431717158,0.03660151187796146,1.3054366290569306,1.3884375810623169,1.3154982924461365,0.7803678482770919
82,0.025059591233730315,0.023871883843094112,0.0445654732757248,1.3032821476459504,1.3734664499759675,1.3190669476985932,0.7756455481052399
83,0.025484199170023203,0.023906223475933075,0.037610771984327586,1.305585014820099,1.355917364358902,1.319146603345871,0.7861423045396805
84,0.02568992730230093,0.023836957663297652,0.03259136260021478,1.303318440914154,1.3818724691867827,1.3139217615127563,0.7804854840040207
85,0.02522899825125933,0.023776562046259643,0.031183916829468215,1.3147342443466186,1.2965595960617065,1.325950014591217,0.7831175059080124
86,0.02591970460489392,0.023713096790015698,0.03113503810018301,1.3058599889278413,1.396413367986679,1.3081947088241577,0.7878134250640869
87,0.025323190633207558,0.023667785245925187,0.03182919989922084,1.3108032047748566,1.311161783337593,1.3144864797592164,0.7783889532089233
88,0.02521521644666791,0.02366951834410429,0.03453280903631821,1.306854909658432,1.3445580899715424,1.320338749885559,0.7864866107702255
89,0.025311693735420703,0.02363832527771592,0.02744879827951081,1.3100801587104798,1.370248168706894,1.3155960381031035,0.7913036048412323
90,0.024840623419731856,0.02365933880209923,0.0263517769286409,1.3109903454780578,1.3532565772533416,1.3123787939548492,0.7905725449323654
91,0.024866163823753597,0.023609810136258604,0.02117786657763645,1.3107849299907683,1.3204391300678253,1.309697824716568,0.792976301908493
92,0.025302466843277215,0.023620593640953303,0.032363529095891866,1.3123170197010041,1.326164299249649,1.3119652450084687,0.7853766143321991
93,0.025110233668237926,0.023574064951390028,0.02641794885857962,1.3092793941497802,1.313149631023407,1.3109083592891693,0.7946956604719162
94,0.02510224198922515,0.02352099558338523,0.030405356962000953,1.3021631479263305,1.3368052303791047,1.3126421332359315,0.7932161152362823
95,0.02530486909672618,0.023571993131190537,0.03329390441067517,1.3080127537250519,1.3617713272571563,1.3138653218746186,0.7800434678792953
96,0.02537930691614747,0.023491143062710763,0.03454447821713984,1.3120018362998962,1.2958048015832901,1.3062519490718842,0.7945592045783997
97,0.02533171121031046,0.023375458363443614,0.027210721652954815,1.3152000844478606,1.2853985726833344,1.3113867342472076,0.7956067383289337
98,0.02503110347315669,0.023463779501616953,0.033441563206724825,1.3073957681655883,1.3619067639112472,1.307646131515503,0.7903017669916153
99,0.02469845972955227,0.02346456069499254,0.03035746298264712,1.3081498444080353,1.3100149780511856,1.3138335406780244,0.8015486478805542
100,0.02481474941596389,0.023444537352770568,0.02957592027960345,1.3134784877300263,1.2953212082386016,1.3180958032608032,0.7908084690570831
101,0.024992273561656474,0.023335476778447627,0.0359135658480227,1.311399233341217,1.34058638215065,1.316171395778656,0.7818973690271378
102,0.024933126289397478,0.023349329456686975,0.02157971858396195,1.3146886587142945,1.2643447875976563,1.3118050038814544,0.8072115808725357
103,0.024955827463418245,0.02334822602570057,0.03607717637787573,1.3141670227050781,1.308901745080948,1.3126211524009705,0.792457315325737
104,0.02463399088010192,0.023289862647652627,0.03302496141404845,1.3053058564662934,1.3680200278759003,1.3114527940750123,0.7828553229570389
105,0.0250731167383492,0.023288092017173766,0.03866071017109789,1.31372731924057,1.3151045322418213,1.3188078105449677,0.779556006193161
106,0.024743785616010427,0.023261670675128698,0.022316541674081238,1.3149054884910583,1.2853338778018952,1.3146068572998046,0.791234490275383
107,0.024872508831322193,0.02321581356227398,0.03244227385148406,1.3095849990844726,1.4197217106819153,1.310720306634903,0.7943749368190766
108,0.024497651774436236,0.023164178989827634,0.02726473084767349,1.3104162156581878,1.3308136701583861,1.3127131521701814,0.7861173272132873
109,0.024972669687122105,0.023209190368652342,0.02552657126216218,1.3111431062221528,1.300502035021782,1.3187191247940064,0.786900931596756
110,0.02501525031402707,0.023178834188729524,0.04038965915096924,1.3088836371898651,1.3282593071460724,1.317627501487732,0.7924539506435394
111,0.02480677729472518,0.023117628414183855,0.026309198013041168,1.3159474790096284,1.293851375579834,1.3168288886547088,0.7742761522531509
112,0.025227598566561937,0.02317560650408268,0.031949040974723175,1.311068159341812,1.35876966714859,1.31295405626297,0.7832388401031494
113,0.025048167258501054,0.023099052254110575,0.027281419129576535,1.31143599152565,1.308269602060318,1.3245105803012849,0.7855045676231385
114,0.024887423682957887,0.02308055302128196,0.035117868674569765,1.316387379169464,1.2795114696025849,1.3227232575416565,0.7769152075052261
115,0.024734673928469418,0.023058696743100883,0.02528966893441975,1.3120466768741608,1.3633834362030028,1.3192171931266785,0.7844395279884339
116,0.024607458058744668,0.023054496198892594,0.02851405586116016,1.3168340146541595,1.29770188331604,1.3190407633781434,0.7852845698595047
117,0.024487920198589565,0.023027076758444308,0.029698526207357644,1.3171272993087768,1.26063871383667,1.3183670222759247,0.7822668075561523
118,0.02494977004826069,0.023034553043544292,0.02857724267305457,1.3153500199317931,1.3166115701198577,1.3213492691516877,0.7600131958723069
119,0.02467868383973837,0.022920202743262053,0.021740429050987588,1.313894087076187,1.263533565402031,1.318313878774643,0.7780046582221984
120,0.02470031762495637,0.02289563836529851,0.030099440691992642,1.3130967795848847,1.279451847076416,1.3257909774780274,0.7665765076875687
121,0.0248037563636899,0.022919876035302877,0.037422146371682175,1.3141198575496673,1.319364506006241,1.3213816165924073,0.7803287148475647
122,0.025113461818546057,0.022943256329745053,0.02951306791510433,1.3193483889102935,1.2461546450853347,1.3277149379253388,0.7751213401556015
123,0.02503168834373355,0.0228300197981298,0.02375978585332632,1.314288455247879,1.3166903853416443,1.3263214647769928,0.7777814090251922
124,0.02466257633641362,0.022905083559453487,0.036081425940210465,1.3183145403862,1.2631791681051254,1.3205470204353333,0.7827764421701431
125,0.024350750725716352,0.022883405163884162,0.025039197309524752,1.3192911982536315,1.2582919865846633,1.3212033450603484,0.7675351113080978
126,0.024395249504595994,0.022901237476617098,0.028111644100863486,1.316699093580246,1.265213194489479,1.332692939043045,0.7625929713249207
127,0.024479955341666935,0.02276941668242216,0.020019904494984076,1.3184718906879425,1.2933912396430969,1.329098743200302,0.7552353084087372
128,0.024687343463301658,0.022787089738994838,0.031097719591343775,1.3150004744529724,1.304877433180809,1.3246305286884308,0.7754983127117157
129,0.024523602984845638,0.0227977498434484,0.02634220739128068,1.3137723505496979,1.2635387003421783,1.323618072271347,0.7689743429422379
130,0.02425916576758027,0.022756863944232465,0.03380617415823508,1.317792385816574,1.2754917025566102,1.3300611138343812,0.768481969833374
131,0.02452475568279624,0.022759341448545457,0.030486889992607756,1.312641876935959,1.3599916726350785,1.3285792410373687,0.7632596552371979
132,0.024347545765340328,0.022770751267671585,0.020749695543781855,1.3215255439281464,1.3018550336360932,1.3295368790626525,0.7588106364011764
133,0.02450239984318614,0.022651736065745352,0.037187342980178076,1.3114844977855682,1.3277146100997925,1.3271311223506927,0.761883407831192
134,0.024165078159421684,0.022748019080609083,0.02534898239246104,1.3171922743320466,1.2893567115068436,1.3355783104896546,0.762982526421547
135,0.024591558892279864,0.02270023375749588,0.03016344721254427,1.3199278235435485,1.2762799441814423,1.3283704280853272,0.7586813241243362
136,0.02453958373516798,0.022643505688756706,0.037551535805687306,1.3091361045837402,1.362484595179558,1.3305822312831879,0.752039235830307
137,0.024563086032867432,0.022612048126757146,0.0240121815353632,1.3154425263404845,1.3183278620243073,1.3257216095924378,0.7555383384227753
138,0.024857115652412175,0.022577476873993873,0.027207911912410055,1.3201539635658264,1.2200327157974242,1.3253959953784942,0.7582406252622604
139,0.02457160959020257,0.022557488363236188,0.022114673390751703,1.3183502554893494,1.2878503918647766,1.3287259697914124,0.7529195249080658
140,0.024487236700952052,0.022538568917661907,0.01911820031236857,1.3141033053398132,1.3141062796115874,1.3296625316143036,0.7510827630758286
141,0.024491830449551343,0.022453019116073846,0.02484874297515489,1.3165611565113067,1.282100296020508,1.3227182388305665,0.7484617471694947
142,0.02421094961464405,0.022468473017215728,0.032307456897979134,1.321193116903305,1.2183792471885682,1.3162418723106384,0.7712303698062897
143,0.024043083656579256,0.022448548302054405,0.02483682840829715,1.322109156847,1.2713117003440857,1.3263155162334441,0.7481530904769897
144,0.02447671126574278,0.022504724375903607,0.020023193681845443,1.3161592483520508,1.3335395097732543,1.3271422207355499,0.751935851573944
145,0.024490076303482055,0.022462718281894924,0.023578586569055916,1.3189906895160675,1.3129660427570342,1.317318058013916,0.7669789463281631
146,0.024208744615316392,0.02239740137010813,0.02176794729894027,1.315500509738922,1.3336265802383422,1.3204741299152374,0.7529599279165268
147,0.02434544749557972,0.02242136253044009,0.018381668318761514,1.3196590840816498,1.3000019192695618,1.3268232762813568,0.7495562583208084
148,0.024868281092494726,0.022484467644244433,0.02561623028013855,1.3172369360923768,1.3221109211444855,1.3276605188846589,0.7564980983734131
149,0.02467790674418211,0.022398346941918133,0.02705201375647448,1.31906396150589,1.2741349995136262,1.325647270679474,0.747527253627777
150,0.024273982364684345,0.022321895696222782,0.016179762985848355,1.316574376821518,1.2599956095218658,1.3239478409290313,0.7549743890762329
151,0.024146147631108762,0.022352000791579486,0.022605487817781978,1.3210979759693147,1.2363588243722916,1.3171073257923127,0.752957147359848
152,0.023970124404877426,0.022253088653087616,0.03148683424806222,1.3179870784282683,1.280169877409935,1.3235713183879851,0.7511468380689621
153,0.02398294759914279,0.022357838694006205,0.029774427926167846,1.3250233590602876,1.268949693441391,1.3210625529289246,0.7569705277681351
154,0.024370906595140695,0.022268695011734962,0.01781788269872777,1.3203278183937073,1.2899641692638397,1.319201022386551,0.7604157865047455
155,0.024168721213936806,0.022294387500733138,0.023991284519433977,1.3267617702484131,1.2538778424263,1.3181406557559967,0.7609308451414108
156,0.024105112161487342,0.02225790899246931,0.019624393666163087,1.3159793853759765,1.3102318882942199,1.3116352081298828,0.7595885783433914
157,0.024183663446456193,0.022215542290359734,0.02141769342124462,1.3229775547981262,1.2381658911705018,1.315561443567276,0.7591787457466126
158,0.023984384909272193,0.02218735096976161,0.02308671776409028,1.3158676326274872,1.3186542689800262,1.3150156140327454,0.7577450126409531
159,0.024127472750842573,0.022216423973441125,0.02003122860332951,1.3167632400989533,1.2882637560367585,1.3155525207519532,0.7575261324644089
160,0.023867466114461423,0.022164174634963275,0.01987773402943276,1.3213527619838714,1.2632672667503357,1.3174976527690887,0.7524606317281723
161,0.024223013408482076,0.02213535150513053,0.02358018161030486,1.316600149869919,1.313779217004776,1.3163659572601318,0.7663381129503251
162,0.024561820831149817,0.02219601571559906,0.014355167583562433,1.3159285008907318,1.3104731082916259,1.31234410405159,0.7667008996009826
163,0.024064851086586715,0.022112297452986242,0.026400636543985456,1.32148015499115,1.2647371351718903,1.3138166785240173,0.7555320858955383
164,0.024563084170222283,0.022080357652157545,0.01560495131998323,1.3216254770755769,1.2530288636684417,1.3256712019443513,0.7477014660835266
165,0.024316048063337804,0.022054064180701972,0.023195933440001683,1.3128343403339386,1.350681447982788,1.314189863204956,0.7588878601789475
166,0.024142847675830127,0.022047194186598063,0.027331176231382415,1.3214753568172455,1.285662704706192,1.3191835820674895,0.7543254345655441
167,0.024195705354213715,0.022042271587997674,0.0197982965153642,1.3190268099308013,1.3284629702568054,1.313947206735611,0.7526756256818772
168,0.023952803574502468,0.0220549744553864,0.025689306398271584,1.3273218333721162,1.226966068148613,1.3183293104171754,0.7757167428731918
169,0.023786415997892617,0.02204462131485343,0.020019553223391995,1.3261711061000825,1.259799414873123,1.3192093133926392,0.7443054407835007
170,0.024072384089231492,0.022042902559041976,0.02407706132507883,1.3168135046958924,1.3391083985567094,1.3156915366649629,0.7711803883314132
171,0.0240597115829587,0.02201185990124941,0.018781834369292483,1.3320575594902038,1.196915790438652,1.3212497353553772,0.7715035110712052
172,0.023982884548604488,0.02192689711228013,0.019791322608944027,1.3163377702236176,1.2849647879600525,1.3206514954566955,0.7546066135168076
173,0.02406558031216264,0.0219516527839005,0.0177197767974576,1.317038542032242,1.2976748198270798,1.3171659469604493,0.7725390166044235
174,0.024539940897375344,0.021942679397761823,0.023249400017084552,1.3220869839191436,1.2635034143924713,1.3153857469558716,0.7587551146745681
175,0.024293961003422737,0.021971227880567313,0.02046458063123282,1.323717725276947,1.253739070892334,1.313463145494461,0.7707128077745438
176,0.024121258407831192,0.02191624352708459,0.02826556009677006,1.3162087798118591,1.3216136276721955,1.318173998594284,0.7665900230407715
177,0.023971795011311768,0.02194561641663313,0.021845173311885447,1.3194391548633575,1.2958818316459655,1.3133256375789641,0.7636376738548278
178,0.023944118805229665,0.0217686265707016,0.027253637523244834,1.3215136349201202,1.2517542719841004,1.3125044226646423,0.7739782392978668
179,0.023634551092982292,0.021909516770392656,0.016337908757850527,1.3253696858882904,1.2934173882007598,1.3175465762615204,0.7675837486982345
180,0.023999084439128637,0.021857415977865457,0.012850701724528336,1.31860653758049,1.315040150284767,1.317289614677429,0.7849284738302231
181,0.023893880750983955,0.021896004024893046,0.02269959606055636,1.3269846975803374,1.1985686510801314,1.3262474477291106,0.7614248871803284
182,0.023789217695593834,0.021779962815344334,0.025719993145321494,1.3216590702533721,1.2642240166664123,1.321316933631897,0.7506057024002075
183,0.02402177918702364,0.021841934230178595,0.02865329399937764,1.3239346325397492,1.2508017361164092,1.3143776834011078,0.7582946866750717
184,0.023836927860975264,0.021856164932250975,0.03322514853498433,1.324174165725708,1.265498587489128,1.3177110314369203,0.7706419646739959
185,0.023860976472496985,0.02173317624256015,0.03455278221226763,1.3165491044521331,1.3049243420362473,1.3157591462135314,0.7799927890300751
186,0.02376197511330247,0.021761373430490494,0.02847942064690869,1.3203943073749542,1.2539945363998413,1.3171907901763915,0.7870220690965652
187,0.023803852684795856,0.02174072852358222,0.029288647114299238,1.3186284184455872,1.2988996863365174,1.3225682973861694,0.7611349195241928
188,0.02402485692873597,0.02171166269108653,0.026770893155480736,1.3191893994808197,1.2948618590831757,1.3165966749191285,0.7560298174619675
189,0.024040889274328948,0.021604910027235746,0.011896797340887133,1.3250564694404603,1.2663114666938782,1.319106638431549,0.7468221455812454
190,0.02411921201273799,0.021662429533898832,0.03153456134605222,1.3169951558113098,1.3117500722408295,1.3192189157009124,0.7524730682373046
191,0.024108419939875603,0.0216761764138937,0.022903600163408554,1.3168754994869232,1.364926826953888,1.3198022365570068,0.7583889454603195
192,0.02377280220389366,0.021576128806918858,0.01800076142535545,1.329423373937607,1.191402679681778,1.3187183022499085,0.761547002196312
193,0.023744281847029924,0.02154331896454096,0.013670425122836605,1.321268367767334,1.3216092944145204,1.3155587315559387,0.7656007289886475
194,0.02388961482793093,0.021609849482774734,0.022932989173568785,1.3270440757274629,1.2240684121847152,1.3218542218208313,0.7630792617797851
195,0.023535697907209396,0.021621654368937017,0.02335173430328723,1.3184528589248656,1.297582983970642,1.3228216469287872,0.7769353538751602
196,0.02384471697732806,0.021661525405943394,0.023354438063688577,1.317810481786728,1.377957433462143,1.3253276526927948,0.7628562361001968
197,0.023980173468589782,0.02157828090712428,0.015283189242472872,1.3300051152706147,1.1548482537269593,1.319496262073517,0.7806242316961288
198,0.023731944523751734,0.021591948252171277,0.027462907385779545,1.3201603651046754,1.275557842850685,1.3219869494438172,0.7372867584228515
199,0.023906890116631985,0.02161886151880026,0.01906570151913911,1.3197135984897614,1.2999447613954545,1.33225359916687,0.7471860826015473
200,0.024277042131870985,0.021534479595720767,0.018992053641704844,1.3247315406799316,1.2460893452167512,1.326372855901718,0.7632105380296708
201,0.024152943585067987,0.02153253126889467,0.02395084117888473,1.3296371102333069,1.2339927196502685,1.322974056005478,0.7632152676582337
202,0.023868874460458756,0.021560042351484298,0.026942341451649553,1.320744115114212,1.3204354137182235,1.3260731875896454,0.7651532381772995
203,0.023669256176799536,0.021460364758968353,0.021621111569402274,1.3183444380760192,1.2790523231029511,1.3192097663879394,0.7496828734874725
204,0.023714084457606078,0.021412952896207572,0.02228433754935395,1.3280071020126343,1.2435430407524108,1.3163131594657898,0.7434565216302872
205,0.023420780897140503,0.021487338561564685,0.017285266393446363,1.3242404997348785,1.2716301739215852,1.3260773599147797,0.7537455767393112
206,0.023891502898186444,0.02148686405271292,0.03391860442934558,1.3144959092140198,1.3626938790082932,1.3311329424381255,0.7901846259832382
207,0.02375857662409544,0.02145352605730295,0.015421873420564225,1.3290263712406158,1.2273088186979293,1.3279598474502563,0.7662888377904892
208,0.023587259463965893,0.021476072538644076,0.02618323949573096,1.3192157685756682,1.2911828339099884,1.3286627173423766,0.7613464027643204
209,0.02383068632334471,0.02143292538821697,0.01749477152188774,1.3219417214393616,1.2899733781814575,1.3347541987895966,0.7359729617834091
210,0.023455625399947166,0.02140148924663663,0.01383249348436948,1.3253397643566132,1.2417805761098861,1.3331279397010802,0.7229921460151673
211,0.02378904204815626,0.02138267084956169,0.024673992372117936,1.3193373203277587,1.2877516150474548,1.3399092733860016,0.73535196185112
212,0.023487721011042594,0.021402028761804102,0.030583016452146693,1.3231765985488892,1.2815401077270507,1.3206393003463746,0.7317197620868683
213,0.023559293150901793,0.021422121580690144,0.02138378782547079,1.3193644046783448,1.302381980419159,1.3275939226150513,0.7359658390283584
214,0.024021782167255878,0.02144257351756096,0.02285796591604594,1.3254727184772492,1.2826539158821106,1.3366696774959563,0.7644489139318467
215,0.023801168706268073,0.021394366398453712,0.019979953445727006,1.3177038967609405,1.3685809791088104,1.3410891115665435,0.7612291067838669
216,0.024097074568271638,0.021355279255658388,0.016340888422564603,1.3234492003917695,1.3004029870033265,1.3330378115177155,0.7625296473503113
217,0.024067906010895968,0.02135376026853919,0.029467610295978375,1.325837528705597,1.2961571276187898,1.3373740673065186,0.7270815074443817
